method,period_ms,lines,seed,epochs,defective_region_stratum,images,mean_complete_image_dice,pixel_defect_recall,image_complete_miss_rate
HBTASP-Dynamic,200,6,404,1000,3-4,1692,0.5516423816533299,0.6567864829885807,0.0070921985815602835
HBTASP-Dynamic,200,6,404,1000,2,2028,0.4906638837112801,0.6317459117818554,0.04339250493096647
HBTASP-Dynamic,200,6,404,1000,1,2280,0.40723239100402436,0.5404743111890667,0.15263157894736842
HBTASP-Dynamic,200,6,505,1000,1,2280,0.4041669915490805,0.5399500222061064,0.15789473684210525
HBTASP-Dynamic,200,6,505,1000,3-4,1692,0.5480300762225557,0.6513668440632377,0.0070921985815602835
HBTASP-Dynamic,200,6,505,1000,2,2028,0.48888079878081897,0.6301885609325885,0.045364891518737675
HBTASP-Dynamic,200,6,606,1000,2,2028,0.4822111960560971,0.6081784246417885,0.051775147928994084
HBTASP-Dynamic,200,6,606,1000,1,2280,0.4051649905661661,0.5351388865464726,0.15263157894736842
HBTASP-Dynamic,200,6,606,1000,3-4,1692,0.5514852773065665,0.6534747343387672,0.009456264775413711
HBTASP-Dynamic,200,6,707,1000,3-4,1692,0.5489153317447633,0.6545116076685469,0.0070921985815602835
HBTASP-Dynamic,200,6,707,1000,1,2280,0.40206839364568614,0.5456813901584785,0.1543859649122807
HBTASP-Dynamic,200,6,707,1000,2,2028,0.490163159919585,0.6312803768433957,0.04339250493096647
HBTASP-Dynamic,200,6,808,1000,3-4,1692,0.5532176851617371,0.656950508919701,0.009456264775413711
HBTASP-Dynamic,200,6,808,1000,1,2280,0.4037277819003351,0.5380589614288365,0.15789473684210525
HBTASP-Dynamic,200,6,808,1000,2,2028,0.4872220991169852,0.6155999881400028,0.045364891518737675
HBTASP-Dynamic,200,6,909,1000,1,2280,0.40152055581898055,0.5408518712158265,0.15833333333333333
HBTASP-Dynamic,200,6,909,1000,2,2028,0.4885223721234772,0.6276448720187108,0.045364891518737675
HBTASP-Dynamic,200,6,909,1000,3-4,1692,0.5567259792541337,0.6648945447105871,0.009456264775413711
HBTASP-Dynamic,200,6,1010,1000,1,2280,0.4059044852807375,0.5367077058000101,0.15789473684210525
HBTASP-Dynamic,200,6,1010,1000,3-4,1692,0.5530362681566268,0.6580081301867852,0.0070921985815602835
HBTASP-Dynamic,200,6,1010,1000,2,2028,0.4892339847940231,0.621434250289413,0.04388560157790927
HBTASP-Dynamic,200,8,101,1000,1,3040,0.3560627764488203,0.494063717470865,0.23421052631578948
HBTASP-Dynamic,200,8,101,1000,3-4,2256,0.49360716035293617,0.6452052273739476,0.0070921985815602835
HBTASP-Dynamic,200,8,101,1000,2,2704,0.4404200765924425,0.6066432674632698,0.059541420118343194
HBTASP-Dynamic,200,8,202,1000,3-4,2256,0.495971613381257,0.6426676140837226,0.0070921985815602835
HBTASP-Dynamic,200,8,202,1000,2,2704,0.4380615620352498,0.6056908678723195,0.05621301775147929
