time_s,gpu,temperature_c,voltage_v
2.8120000000000003,1,54.646907339224974,0.6
2.813,1,54.63444400173656,0.6
2.814,1,54.621986966610244,0.6
2.815,1,54.6095362306591,0.6
2.816,1,54.59709179069781,0.6
2.817,1,54.58465364354266,0.6
2.818,1,54.57222178601157,0.6
2.819,1,54.559796214924035,0.6
2.82,1,54.5473769271012,0.6
2.821,1,54.53496391936576,0.6
2.822,1,54.52255718854207,0.6
2.823,1,54.51015673145608,0.6
2.824,1,54.49776254493531,0.6
2.825,1,54.48537462580894,0.6
2.826,1,54.4729929709077,0.6
2.827,1,54.46061757706396,0.6
2.828,1,54.44824844111166,0.6
2.829,1,54.43588555988637,0.6
2.83,1,54.42352893022527,0.6
2.831,1,54.41117854896709,0.6
2.832,1,54.39883441295218,0.6
2.833,1,54.38649651902252,0.6
2.834,1,54.37416486402166,0.6
2.835,1,54.361839444794725,0.6
2.836,1,54.349520258188484,0.6
2.837,1,54.33720730105125,0.6
2.838,1,54.324900570232984,0.6
2.839,1,54.312600062585176,0.6
2.84,1,54.300305774960975,0.6
2.841,1,54.288017704215065,0.6
2.842,1,54.27573584720375,0.6
2.843,1,54.26346020078493,0.6
2.844,1,54.251190761818066,0.6
2.845,1,54.23892752716422,0.6
2.846,1,54.226670493686065,0.6
2.847,1,54.21441965824782,0.6
2.848,1,54.21802203169378,0.88
2.849,1,54.22963125980086,0.88
2.85,1,54.24123461744513,0.88
2.851,1,54.25283210759511,0.88
2.852,1,54.26442373321784,0.88
2.853,1,54.27600949727885,0.88
2.854,1,54.28758940274216,0.88
2.855,1,54.2991634525703,0.88
2.856,1,54.310731649724296,0.88
2.857,1,54.3222939971637,0.88
2.858,1,54.33385049784653,0.88
2.859,1,54.34540115472934,0.88
2.86,1,54.35694597076717,0.88
2.861,1,54.368484948913576,0.88
2.862,1,54.38001809212062,0.88
2.863,1,54.39154540333886,0.88
2.864,1,54.403066885517376,0.88
2.865,1,54.41458254160375,0.88
2.866,1,54.426092374544076,0.88
2.867,1,54.43759638728295,0.88
2.868,1,54.44909458276349,0.88
2.869,1,54.46058696392732,0.88
2.87,1,54.47207353371458,0.88
2.871,1,54.48355429506391,0.88
2.872,1,54.495029250912495,0.88
2.873,1,54.50649840419601,0.88
2.874,1,54.51796175784864,0.88
2.875,1,54.52941931480309,0.88
2.876,1,54.533698937561454,0.6
2.8770000000000002,1,54.52129284640377,0.6
2.878,1,54.508893028660324,0.6
2.879,1,54.496499481158814,0.6
2.88,1,54.48411220072856,0.6
2.8810000000000002,1,54.471731184200465,0.6
2.882,1,54.45935642840706,0.6
2.883,1,54.44698793018246,0.6
2.884,1,54.434625686362395,0.6
2.8850000000000002,1,54.42226969378417,0.6
2.886,1,54.40991994928673,0.6
2.887,1,54.397576449710584,0.6
2.888,1,54.38523919189785,0.6
2.8890000000000002,1,54.372908172692235,0.6
2.89,1,54.360583388939055,0.6
2.891,1,54.34826483748522,0.6
2.892,1,54.33595251517922,0.6
2.8930000000000002,1,54.32364641887116,0.6
2.894,1,54.31134654541272,0.6
2.895,1,54.29905289165718,0.6
