configuration,period_ms,lines,seed,epochs,total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,fixed_voltage_index,enforce_thermal_feasibility,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s,admission_infeasible,scheduler,early_exit,temperature_compensation
Full-HBTASP,200,8,101,1000,32000,0.0,3328.0,0.0,0,28672,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6114769845143219,0.5478833781248323,0.6884000000000013,28672,0.5960519347668838,8000,8000,0.4233630601583233,7824,0.4414867990569587,0.6161611709347413,0.3838388290652587,0.111125,0.0181237388986353,59.758411124320745,0.0,59.99968811245688,199.9973294117649,nan,nan,nan,
Full-HBTASP,200,8,202,1000,32000,0.0,3232.0,0.0,0,28768,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6111791643490926,0.5494500687498343,0.6884000000000013,28768,0.596829699212707,8000,8000,0.4259450744664038,7800,0.4477085510521461,0.6152341481667032,0.3847658518332968,0.107,0.0217634765857423,59.76248739890935,0.0,59.99995391880117,199.9973294117649,nan,nan,nan,
Full-HBTASP,200,8,303,1000,32000,0.0,3264.0,0.0,0,28736,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6112432488862284,0.5488964374998331,0.6884000000000013,28736,0.5954160103473167,8000,8000,0.4248050029972131,7824,0.4465902861375166,0.6030065887045809,0.3969934112954191,0.106,0.0217852831403034,59.764458000408,0.0,59.99995701851758,199.998,nan,nan,nan,
Full-HBTASP,200,8,404,1000,32000,0.0,3328.0,0.0,0,28672,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6114959960935634,0.5479004124998328,0.6884000000000013,28672,0.5948635781198814,8000,8000,0.4236993279465303,7808,0.4462738798957982,0.5959892983057852,0.4040107016942148,0.109875,0.0225745519492678,59.75999217226423,0.0,59.99999314083408,199.99723529411767,nan,nan,nan,
Full-HBTASP,200,8,505,1000,32000,0.0,3304.0,0.0,0,28696,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6113623396987253,0.5482391781248319,0.6884000000000013,28696,0.5953639091979601,8000,8000,0.4235195340760764,7839,0.4449822923841514,0.6053804711173734,0.3946195288826266,0.104,0.0214627583080749,59.76019504039909,0.0,59.99999961976269,199.99675668449217,nan,nan,nan,
Full-HBTASP,200,8,606,1000,32000,0.0,3264.0,0.0,0,28736,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6112950932626217,0.5489429937498342,0.6884000000000013,28736,0.596748087833478,8000,8000,0.4233657652877218,7792,0.4470105898925122,0.604053778705678,0.395946221294322,0.104875,0.0236448246047903,59.75888185500417,0.0,59.99995010254344,199.9973294117649,nan,nan,nan,
Full-HBTASP,200,8,707,1000,32000,0.0,3232.0,0.0,0,28768,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6111727023079356,0.5494442593748341,0.6884000000000013,28768,0.5955154883581301,8000,8000,0.4247138077957977,7808,0.4472437184141443,0.61593586381231,0.38406413618769,0.109,0.0225299106183466,59.76315153884776,0.0,59.999695264850224,199.9973294117649,nan,nan,nan,
Full-HBTASP,200,8,808,1000,32000,0.0,3304.0,0.0,0,28696,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6114717765540373,0.548337315624833,0.6884000000000013,28696,0.5957758484648343,8000,8000,0.4234611396396558,7816,0.443505719525518,0.618527398005498,0.3814726019945019,0.111125,0.0200445798858621,59.76300004780525,0.0,59.99981046997935,199.99712727272748,nan,nan,nan,
Full-HBTASP,200,8,909,1000,32000,0.0,3200.0,0.0,0,28800,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6110982118053719,0.5499883906248347,0.6884000000000013,28800,0.5959598524915796,8000,8000,0.4228962176637654,7824,0.4448880683741412,0.6100374742902086,0.3899625257097914,0.108,0.0219918507103757,59.76512577225401,0.0,59.99999576757921,199.9973294117649,nan,nan,nan,
Full-HBTASP,200,8,1010,1000,32000,0.0,3344.0,0.0,0,28656,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.611398115577702,0.547507012499832,0.6884000000000013,28656,0.595306097841923,8000,8000,0.4243123438870312,7815,0.4449469152693095,0.613727539762238,0.3862724602377619,0.112125,0.0206345713822782,59.75831611990349,0.0,59.99993043087373,199.998,nan,nan,nan,
Full-HBTASP,200,10,101,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4882203766788728,10000,10000,0.363719869356748,9340,0.4286007375912753,0.4614116772176444,0.5385883227823556,0.196,0.0648808682345273,59.75801805489334,0.0,59.99999947004302,199.998,nan,nan,nan,
Full-HBTASP,200,10,202,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4883814759378844,10000,10000,0.3630048759681646,9320,0.4241611597467541,0.4718503079157844,0.5281496920842156,0.2,0.0611562837785895,59.76186382087096,0.0,59.999986446674285,199.99723529411767,nan,nan,nan,
Full-HBTASP,200,10,303,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4881345259616333,10000,10000,0.3607501332545966,9400,0.4206699429375218,0.4665535942768457,0.5334464057231543,0.204,0.0599198096829252,59.75884186579803,0.0,59.99999482276386,199.998,nan,nan,nan,
Full-HBTASP,200,10,404,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.488116981571272,10000,10000,0.3657247186263025,9460,0.4249268674455987,0.462618563011316,0.537381436988684,0.192,0.0592021488192961,59.76105646346611,0.0,59.9999988549435,199.99723529411767,nan,nan,nan,
Full-HBTASP,200,10,505,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4877824262992543,10000,10000,0.3634274223653486,9360,0.4279363550626093,0.4691364221927521,0.5308635778072479,0.196,0.0645089326972606,59.76166239446293,0.0,59.99999236833356,199.998,nan,nan,nan,
Full-HBTASP,200,10,606,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4884793049272694,10000,10000,0.3542389556599362,9360,0.4203216278915283,0.4512354918389314,0.5487645081610686,0.21,0.0660826722315921,59.75936805444644,0.0,59.999997602153385,199.998,nan,nan,nan,
Full-HBTASP,200,10,707,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4879705780899858,10000,10000,0.3578902625564541,9307,0.424650993807562,0.4602129598696873,0.5397870401303126,0.2013,0.0667607312511079,59.760136285983016,0.0,59.99999888176288,199.99723529411767,nan,nan,nan,
Full-HBTASP,200,10,808,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4878063293468102,10000,10000,0.3645792514983912,9460,0.4254669570684072,0.465766505597446,0.534233494402554,0.194,0.060887705570016,59.76051602268342,0.0,59.99999971781351,199.99723529411767,nan,nan,nan,
Full-HBTASP,200,10,909,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.488100419349091,10000,10000,0.3700608177700965,9420,0.4286589228164076,0.4629271670552654,0.5370728329447345,0.192,0.058598105046311,59.7579798972587,0.0,59.99999918303773,199.998,nan,nan,nan,
Full-HBTASP,200,10,1010,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4880611517604354,10000,10000,0.3633108773364362,9380,0.426979965463018,0.4768707286179394,0.5231292713820606,0.204,0.0636690881265818,59.76094881056868,0.0,59.99999529428784,199.998,nan,nan,nan,
Full-HBTASP,250,4,101,1000,16000,0.0,208.0,0.0,0,15792,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.684100905521623,0.6752075937498419,0.6884000000000013,15792,0.6772844960213866,4000,4000,0.4919614151036486,4000,0.4948085291458196,0.6314067073242603,0.3685932926757397,0.066,0.0028471140421709,58.287663991775446,0.0,59.9998877670933,249.9711515151515,nan,nan,nan,
Full-HBTASP,250,4,202,1000,16000,0.0,168.0,0.0,0,15832,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6840230987871044,0.6768408562498398,0.6884000000000013,15832,0.6790436010800481,4000,4000,0.4950881309017435,4000,0.4967533681259382,0.6303862285939945,0.3696137714060055,0.062,0.0016652372241947,58.40391596402733,0.0,59.99894805286661,249.9741212121212,nan,nan,nan,
Full-HBTASP,250,4,303,1000,16000,0.0,168.0,0.0,0,15832,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6841910497724502,0.6770070437498394,0.6884000000000013,15832,0.6784112568740905,4000,4000,0.4944138942339325,4000,0.4959888979326233,0.6320868478874677,0.3679131521125323,0.062,0.0015750036986907,58.26980693438145,0.0,59.998664463025136,249.9741212121212,nan,nan,nan,
Full-HBTASP,250,4,404,1000,16000,0.0,192.0,0.0,0,15808,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6841496837042931,0.6759398874998416,0.6884000000000013,15808,0.6776134979368615,4000,4000,0.4938085475252438,4000,0.495766253081308,0.6305042939565618,0.3694957060434382,0.064,0.0019577055560642,58.18455234333267,0.0,59.99754790353914,249.96457575757572,nan,nan,nan,
Full-HBTASP,250,4,505,1000,16000,0.0,200.0,0.0,0,15800,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.683916107594775,0.6753671562498402,0.6884000000000013,15800,0.6770285685168266,4000,4000,0.4906583010791721,4000,0.492498610101874,0.6216160400248895,0.3783839599751105,0.06425,0.0018403090227019,58.52070438519457,0.0,59.99963188203776,249.9711515151515,nan,nan,nan,
Full-HBTASP,250,4,606,1000,16000,0.0,184.0,0.0,0,15816,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6840190692967527,0.6761528499998402,0.6884000000000013,15816,0.6779435794862881,4000,4000,0.4926907406189137,4000,0.4939987234108883,0.6232665750415984,0.3767334249584015,0.064,0.0013079827919745,58.40156961095196,0.0,59.99995237899467,249.96554545454543,nan,nan,nan,
Full-HBTASP,250,4,707,1000,16000,0.0,168.0,0.0,0,15832,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6841177930771506,0.6769345562498406,0.6884000000000013,15832,0.6784280481070992,4000,4000,0.496196290791906,4000,0.4972700946472273,0.6338711401724243,0.3661288598275757,0.06,0.0010738038553212,58.28588638122788,0.0,59.99983912410322,249.9711515151515,nan,nan,nan,
Full-HBTASP,250,4,808,1000,16000,0.0,128.0,0.0,0,15872,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6839077431954025,0.6784364812498392,0.6884000000000013,15872,0.6796157688380083,4000,4000,0.4929358858183809,4000,0.4940236943805,0.6315431743569162,0.3684568256430838,0.066,0.001087808562119,58.3051137164404,0.0,59.9999870713804,249.95496969696967,nan,nan,nan,
Full-HBTASP,250,4,909,1000,16000,0.0,176.0,0.0,0,15824,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6838755245195574,0.6763528937498422,0.6884000000000013,15824,0.6782622740552141,4000,4000,0.4942475399234283,3992,0.4964777879124672,0.6297494957777543,0.3702505042222457,0.064,0.0022302479890389,58.15445873824186,0.0,59.999457511062886,249.9741212121212,nan,nan,nan,
Full-HBTASP,250,4,1010,1000,16000,0.0,160.0,0.0,0,15840,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.684214741161453,0.6773725937498384,0.6884000000000013,15840,0.6794319202087471,4000,4000,0.4948576721388244,4000,0.4952592417198915,0.6340655837994746,0.3659344162005253,0.064,0.0004015695810671,58.48369225670246,0.0,59.99830760614663,249.9770909090909,nan,nan,nan,
Full-HBTASP,250,6,101,1000,24000,0.0,328.0,0.0,0,23672,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.654553210544046,0.645607649999944,0.6884000000000013,23672,0.6596355631008833,6000,6000,0.4917068819791776,5988,0.4936801572033503,0.6455337463824817,0.3544662536175182,0.0671666666666666,0.0019732752241726,59.58364796399935,0.0,59.99989165595979,249.97044242424244,nan,nan,nan,
Full-HBTASP,250,6,202,1000,24000,0.0,352.0,0.0,0,23648,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6548689994925039,0.6452642541666138,0.6884000000000013,23648,0.6591079306006068,6000,6000,0.4901101938311274,5988,0.4933540147372663,0.641889879130907,0.358110120869093,0.0671666666666666,0.0032438209061388,59.570098097165385,0.0,59.99994670147829,249.98458181818188,nan,nan,nan,
Full-HBTASP,250,6,303,1000,24000,0.0,316.0,0.0,0,23684,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6546882114507139,0.6460681499999462,0.6884000000000013,23684,0.6605098598659283,6000,6000,0.4916552946704342,5996,0.4935443568368961,0.6421568922407817,0.3578431077592183,0.0655,0.0018890621664619,59.5768381113758,0.0,59.99998461747981,249.96826060606065,nan,nan,nan,
Full-HBTASP,250,6,404,1000,24000,0.0,392.0,0.0,0,23608,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6547280964079407,0.644034204166611,0.6884000000000013,23608,0.6585040451532895,6000,6000,0.4862957989069235,5992,0.4890736132531045,0.6340676994076819,0.365932300592318,0.0701666666666666,0.002777814346181,59.57133481326005,0.0,59.999994798019216,249.96761818181815,nan,nan,nan,
Full-HBTASP,250,6,505,1000,24000,0.0,348.0,0.0,0,23652,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6546726619312863,0.6451799083332825,0.6884000000000013,23652,0.6599220479564877,6000,6000,0.4888764107104428,5988,0.4922948115119989,0.6373693601628722,0.3626306398371278,0.0681666666666666,0.003418400801556,59.58288644026534,0.0,59.99996287429353,249.9925727272728,nan,nan,nan,
Full-HBTASP,250,6,606,1000,24000,0.0,372.0,0.0,0,23628,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6550364271203086,0.6448833624999438,0.6884000000000013,23628,0.659222972965536,6000,6000,0.4889883679442728,5992,0.4917491492155055,0.6385181628948532,0.3614818371051468,0.0686666666666666,0.0027607812712327,59.57040138857974,0.0,59.99998732663779,249.98599393939395,nan,nan,nan,
Full-HBTASP,250,6,707,1000,24000,0.0,360.0,0.0,0,23640,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6549252411166969,0.6451013624999464,0.6884000000000013,23640,0.6598869553227366,6000,6000,0.4887786060273365,5984,0.4918897050754656,0.6396283283016202,0.3603716716983798,0.0686666666666666,0.003111099048129,59.58223057143545,0.0,59.99998852632683,249.9692251336899,nan,nan,nan,
Full-HBTASP,250,6,808,1000,24000,0.0,412.0,0.0,0,23588,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6550494191961458,0.6438044041666119,0.6884000000000013,23588,0.6590559971752838,6000,6000,0.4873835242333111,5992,0.4904833501302723,0.6399125685068968,0.3600874314931032,0.0706666666666666,0.0030998258969611,59.552792803516525,0.0,59.99998829769165,249.9706631016043,nan,nan,nan,
Full-HBTASP,250,6,909,1000,24000,0.0,348.0,0.0,0,23652,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6548726365634503,0.6453769833332803,0.6884000000000013,23652,0.6596107659264638,6000,6000,0.4892818767635747,5988,0.492833744177922,0.642267082457863,0.357732917542137,0.0666666666666666,0.0035518674143472,59.547353792862,0.0,59.99998985957156,249.98435401069528,nan,nan,nan,
Full-HBTASP,250,6,1010,1000,24000,0.0,364.0,0.0,0,23636,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6547076366558925,0.6447779041666114,0.6884000000000013,23636,0.6595724442444877,6000,6000,0.4903700127746138,5992,0.4931001156800562,0.6382837493841725,0.3617162506158274,0.0688333333333333,0.0027301029054423,59.558540917402176,0.0,59.99996973587167,249.97712727272724,nan,nan,nan,
Full-HBTASP,250,8,101,1000,32000,0.0,1472.0,0.0,0,30528,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6291861667975055,0.6002436031248202,0.6884000000000013,30528,0.6280715094504111,8000,8000,0.470024805668835,7915,0.4809914764074372,0.630869426983121,0.369130573016879,0.086,0.0109666707386022,59.69492751275141,0.0,59.9999985484385,249.99564705882352,nan,nan,nan,
Full-HBTASP,250,8,202,1000,32000,0.0,1416.0,0.0,0,30584,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6292320330890078,0.6013885156248192,0.6884000000000013,30584,0.6287455617106921,8000,8000,0.4708592227088121,7921,0.4806029416521382,0.6298905683795757,0.3701094316204243,0.085875,0.009743718943326,59.67555359081014,0.0,59.99997250741282,249.99248181818177,nan,nan,nan,
Full-HBTASP,250,8,303,1000,32000,0.0,1352.0,0.0,0,30648,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6293820118766047,0.6027906218748181,0.6884000000000013,30648,0.6291551614215125,8000,8000,0.4669284200463647,7952,0.4757295736733402,0.6209398765303574,0.3790601234696426,0.087,0.0088011536269755,59.68743412531926,0.0,59.99997048263241,249.9937652406417,nan,nan,nan,
Full-HBTASP,250,8,404,1000,32000,0.0,1392.0,0.0,0,30608,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6291459030316988,0.6017780562498198,0.6884000000000013,30608,0.6281899051888461,8000,8000,0.4713619620921708,7968,0.4792094212459885,0.6256678538937893,0.3743321461062107,0.082,0.0078474591538176,59.68571750590231,0.0,59.99993984818917,249.9910363636364,nan,nan,nan,
Full-HBTASP,250,8,505,1000,32000,0.0,1272.0,0.0,0,30728,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,nan,True,0.0,0.0,0.0,0.0,0.6289176386355831,0.6039181624998187,0.6884000000000013,30728,0.6302713441126985,8000,8000,0.473121823077794,7952,0.4812683389920459,0.6330926444341521,0.3669073555658478,0.077,0.0081465159142519,59.68561072319888,0.0,59.999945748764375,249.99932727272727,nan,nan,nan,
