period_ms,lines,seed,mandatory_rejection_ratio,admitted_mandatory_violation_ratio,mean_voltage,peak_modeled_temperature,total_iit_celsius_seconds,mean_complete_image_dice,pixel_defect_recall,image_complete_miss_rate
1000,8,404,0.0,0.0,-0.051562187500084455,-2.6191340786162627,0.0,0.003838982753461284,0.007333755850515322,-0.0031250000000000028
1000,8,505,0.0,0.0,-0.05082500000008039,-2.8320158489516913,0.0,0.0009756548202952686,0.007205433566014552,-0.0050000000000000044
1000,8,606,0.0,0.0,-0.049748125000090515,-1.2467894165980553,0.0,0.003128147686049576,0.007460063842461562,-0.0030000000000000027
1000,8,707,0.0,0.0,-0.050676250000088796,-3.0995230593325616,0.0,0.001002152006252588,0.007003303687068252,-0.0020000000000000018
1000,8,808,0.0,0.0,-0.05004812500008704,-2.3215763729999352,0.0,0.0020401752907509008,0.006396615254914417,-0.0020000000000000018
1000,8,909,0.0,0.0,-0.05003375000008692,-1.698375086049289,0.0,0.00028797422013082663,0.006589683393187107,-0.0038750000000000034
1000,8,1010,0.0,0.0,-0.05211375000009921,-0.5681926078797304,0.0,0.0011249620556565976,0.008683094886429377,-0.0030000000000000027
1000,10,101,0.0,0.0,-0.03176624999988631,-0.004666187935058019,0.0,0.00367110236933349,0.006113043046060418,-0.0021000000000000046
1000,10,202,0.0,0.0,-0.029019249999865382,-0.0007211019356532233,0.0,0.0035968088772130313,0.008266500033671131,-0.004100000000000006
1000,10,303,0.0,0.0,-0.0358657499999081,-0.003342734439826245,0.0,0.004568735564024484,0.010751079928694618,-0.004100000000000006
1000,10,404,0.0,0.0,-0.029654249999876314,-0.002598244716025988,0.0,0.006516874708525355,0.007707122233495345,-0.0021000000000000046
1000,10,505,0.0,0.0,-0.034199749999898055,-0.0018316815006969023,0.0,0.0017327273493799034,0.009631483580146427,-0.006000000000000005
1000,10,606,0.0,0.0,-0.03235799999989364,-0.0010419553437515106,0.0,0.0005762635790912962,0.006203077286767056,-0.006100000000000001
1000,10,707,0.0,0.0,-0.029982249999875088,-0.0016360070424852324,0.0,-0.0011152050136384872,0.00546306638506544,-0.0021000000000000046
1000,10,808,0.0,0.0,-0.033118999999885435,-0.0006515638025206272,0.0,0.001831410680890766,0.005109985112987103,-0.006000000000000005
1000,10,909,0.0,0.0,-0.03204349999989453,0.00015198763263413184,0.0,-0.0006611513353996235,0.005783420297194586,-0.0020000000000000018
1000,10,1010,0.0,0.0,-0.03285874999988725,-0.0009517431089918205,0.0,0.0015496223589417935,0.006726657347549847,0.0020000000000000018
