configuration,level,period_ms,lines,seed,epochs,total_regions,completed,expired_waiting,admission_infeasible,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,scheduler,release_mode,early_exit,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s
ESATD-L1,1,100,6,101,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,ESATD-L1,periodic,False,6000,6000,0.32537246791810065,5501,0.3895124178121033,0.4650396018502285,0.5349603981497715,0.201,0.06413994989400262,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,202,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,ESATD-L1,periodic,False,6000,6000,0.3265172431467098,5491,0.39221803577102987,0.46483917544802056,0.5351608245519794,0.197,0.06570079262432005,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,303,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,ESATD-L1,periodic,False,6000,6000,0.3248639107958744,5502,0.3902566221141168,0.4588599514899281,0.5411400485100719,0.19933333333333333,0.06539271131824242,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,404,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,ESATD-L1,periodic,False,6000,6000,0.3219992675743147,5491,0.38701565776050606,0.4551380196692766,0.5448619803307234,0.2075,0.06501639018619138,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,505,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,ESATD-L1,periodic,False,6000,6000,0.32429876766566323,5504,0.3895760745498688,0.4596322927315972,0.5403677072684028,0.19783333333333333,0.06527730688420558,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,606,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,ESATD-L1,periodic,False,6000,6000,0.32443367317928606,5496,0.3890843614698237,0.4618031196868526,0.5381968803131474,0.199,0.06465068829053766,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,707,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,ESATD-L1,periodic,False,6000,6000,0.3243786291370569,5493,0.390742273911175,0.45890796480606066,0.5410920351939393,0.1985,0.0663636447741181,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,808,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,ESATD-L1,periodic,False,6000,6000,0.32284225384190773,5484,0.38907311075709855,0.46350294906167694,0.5364970509383231,0.20366666666666666,0.06623085691519082,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,909,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,ESATD-L1,periodic,False,6000,6000,0.32405388236200605,5499,0.39071081885491,0.4629615388197758,0.5370384611802241,0.1985,0.06665693649290394,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,6,1010,1000,24000,18415,0,5585,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,ESATD-L1,periodic,False,6000,6000,0.32344224173881614,5500,0.38827543785366575,0.45858831563874347,0.5414116843612565,0.19866666666666666,0.06483319611484961,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,101,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,ESATD-L1,periodic,False,8000,8000,0.27164634294674544,6913,0.3695285810487885,0.36315291000672517,0.6368470899932748,0.28725,0.09788223810204305,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,202,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,ESATD-L1,periodic,False,8000,8000,0.27050302225989953,6960,0.36808401273116176,0.35488507363676597,0.6451149263632341,0.289375,0.09758099047126223,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,303,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,ESATD-L1,periodic,False,8000,8000,0.27314139019482164,6924,0.3737560153274174,0.35077950236938504,0.649220497630615,0.284875,0.10061462513259578,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,404,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,ESATD-L1,periodic,False,8000,8000,0.27319950139069504,6967,0.37075584382922255,0.3502655486693882,0.6497344513306118,0.28825,0.09755634243852751,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,505,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,ESATD-L1,periodic,False,8000,8000,0.27144895879321146,6982,0.369042935160653,0.35484492172840354,0.6451550782715965,0.283625,0.09759397636744155,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,606,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,ESATD-L1,periodic,False,8000,8000,0.26832873339418495,6912,0.36869469807063127,0.33617794200667306,0.6638220579933269,0.287375,0.10036596467644632,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,707,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,ESATD-L1,periodic,False,8000,8000,0.2698232335352841,6937,0.3660532140407331,0.35989662836069514,0.6401033716393049,0.295625,0.09622998050544901,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,808,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,ESATD-L1,periodic,False,8000,8000,0.27069888589202157,6906,0.3696599141914535,0.3572292619772205,0.6427707380227795,0.2915,0.09896102829943193,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,909,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,ESATD-L1,periodic,False,8000,8000,0.2715850108409665,6913,0.368793683100304,0.3589373047887781,0.641062695211222,0.29,0.09720867225933755,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,8,1010,1000,32000,18415,0,13585,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,ESATD-L1,periodic,False,8000,8000,0.26474967551666484,6920,0.3622753795026123,0.33952841629993147,0.6604715837000685,0.2955,0.09752570398594745,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,101,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,ESATD-L1,periodic,False,10000,10000,0.23877888470601316,8335,0.3570344616998867,0.27331069989732154,0.7266893001026784,0.3449,0.11825557699387351,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,202,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,ESATD-L1,periodic,False,10000,10000,0.24088350115595072,8281,0.3622908509569451,0.31333429524818185,0.6866657047518181,0.3406,0.12140734980099435,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,303,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,ESATD-L1,periodic,False,10000,10000,0.2364467231898631,8338,0.3581649018095087,0.27202495274706645,0.7279750472529336,0.3301,0.12171817861964562,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,404,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,ESATD-L1,periodic,False,10000,10000,0.2348509835592372,8292,0.35261573514658084,0.29198016065049515,0.7080198393495049,0.351,0.11776475158734365,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,505,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,ESATD-L1,periodic,False,10000,10000,0.23980114680358092,8377,0.35379488017924743,0.29113153662146657,0.7088684633785334,0.346,0.11399373337566651,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,606,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,ESATD-L1,periodic,False,10000,10000,0.23275123302962442,8292,0.3518384902209547,0.2784594542175927,0.7215405457824073,0.3582,0.11908725719133029,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,707,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,ESATD-L1,periodic,False,10000,10000,0.23260781484451462,8170,0.35647352365508495,0.28773929486448746,0.7122607051355125,0.3489,0.12386570881057032,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,808,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,ESATD-L1,periodic,False,10000,10000,0.23674114868894927,8186,0.36202412557059976,0.28497478703312407,0.7150252129668759,0.3542,0.1252829768816505,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,909,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,ESATD-L1,periodic,False,10000,10000,0.2323262921399337,8325,0.3524945514189204,0.2760138083824409,0.7239861916175592,0.3488,0.1201682592789867,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,100,10,1010,1000,40000,18415,0,21585,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,ESATD-L1,periodic,False,10000,10000,0.24323826286551076,8297,0.36545931736369835,0.29146799251008754,0.7085320074899124,0.3316,0.1222210544981876,34.52334103869421,0.0,36.473155564754265,100.00192941175095
ESATD-L1,1,150,4,101,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,ESATD-L1,periodic,False,4000,4000,0.4247423119946164,4000,0.4247423119946164,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,202,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,ESATD-L1,periodic,False,4000,4000,0.4247423119946172,4000,0.4247423119946172,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,303,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,ESATD-L1,periodic,False,4000,4000,0.4247423119946166,4000,0.4247423119946166,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,404,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,ESATD-L1,periodic,False,4000,4000,0.42474231199461693,4000,0.42474231199461693,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,505,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,ESATD-L1,periodic,False,4000,4000,0.4247423119946171,4000,0.4247423119946171,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,606,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,ESATD-L1,periodic,False,4000,4000,0.42474231199461704,4000,0.42474231199461704,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,707,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,ESATD-L1,periodic,False,4000,4000,0.42474231199461715,4000,0.42474231199461715,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,808,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,ESATD-L1,periodic,False,4000,4000,0.4247423119946168,4000,0.4247423119946168,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,909,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,ESATD-L1,periodic,False,4000,4000,0.42474231199461693,4000,0.42474231199461693,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,4,1010,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,ESATD-L1,periodic,False,4000,4000,0.42474231199461665,4000,0.42474231199461665,0.6654705787174815,0.3345294212825185,0.042,0.0,29.93390859891416,0.0,29.999833926453086,149.94239999999994
ESATD-L1,1,150,6,101,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,ESATD-L1,periodic,False,6000,6000,0.42474231199461665,6000,0.42474231199461665,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,202,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,ESATD-L1,periodic,False,6000,6000,0.4247423119946177,6000,0.4247423119946177,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,303,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,ESATD-L1,periodic,False,6000,6000,0.4247423119946171,6000,0.4247423119946171,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,404,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,ESATD-L1,periodic,False,6000,6000,0.4247423119946173,6000,0.4247423119946173,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,505,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,ESATD-L1,periodic,False,6000,6000,0.4247423119946169,6000,0.4247423119946169,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,606,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,ESATD-L1,periodic,False,6000,6000,0.42474231199461654,6000,0.42474231199461654,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,707,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,ESATD-L1,periodic,False,6000,6000,0.4247423119946171,6000,0.4247423119946171,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,808,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,ESATD-L1,periodic,False,6000,6000,0.42474231199461726,6000,0.42474231199461726,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,909,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,ESATD-L1,periodic,False,6000,6000,0.42474231199461704,6000,0.42474231199461704,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,6,1010,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,ESATD-L1,periodic,False,6000,6000,0.4247423119946177,6000,0.4247423119946177,0.6654705787174815,0.3345294212825185,0.042,0.0,29.933928934750856,0.0,29.999833926452936,149.98866666666672
ESATD-L1,1,150,8,101,1000,32000,27216,0,4784,1861,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,ESATD-L1,periodic,False,8000,8000,0.3624886194398414,7517,0.4065299855296078,0.5362145640090039,0.4637854359909961,0.144875,0.04404136608976639,32.8661874237126,0.0,34.15310114718919,150.00941991345135
ESATD-L1,1,150,8,202,1000,32000,27216,0,4784,1861,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,ESATD-L1,periodic,False,8000,8000,0.3592414997958857,7596,0.402452599005599,0.5324092202134659,0.46759077978653407,0.144875,0.04321109920971328,32.8661874237126,0.0,34.15310114718919,150.00941991345135
ESATD-L1,1,150,8,303,1000,32000,27216,0,4784,1861,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,ESATD-L1,periodic,False,8000,8000,0.36271395458447814,7607,0.40418108789399404,0.5358560199343047,0.46414398006569535,0.139875,0.0414671333095159,32.8661874237126,0.0,34.15310114718919,150.00941991345135
ESATD-L1,1,150,8,404,1000,32000,27216,0,4784,1861,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,ESATD-L1,periodic,False,8000,8000,0.36243835189631285,7585,0.40637813022604485,0.5256686245796363,0.47433137542036374,0.139625,0.043939778329732004,32.8661874237126,0.0,34.15310114718919,150.00941991345135
ESATD-L1,1,150,8,505,1000,32000,27216,0,4784,1861,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,ESATD-L1,periodic,False,8000,8000,0.36392302544294153,7585,0.4065747179971537,0.5343648407017082,0.4656351592982918,0.135125,0.042651692554212195,32.8661874237126,0.0,34.15310114718919,150.00941991345135
