axis,response_factor,ambient_c,period_ms,lines,epochs,seed,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_pre_rejection_rate,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s
response,1.1,25.0,200,4,1000,909,0.0,0.0195,0.0195,4000,4000,0.4978909883528134,3985,0.5014504013640936,0.6404058761375138,0.35959412386248624,0.0665,0.0035594130112801547,59.497672863682666,0.35906582911499185,60.06363935611138,199.98213852813853
response,1.1,25.0,200,4,1000,1010,0.0,0.0225,0.0225,4000,4000,0.4964743241347238,3983,0.5006795904538488,0.6361128880846281,0.36388711191537193,0.06425,0.0042052663191249895,59.50482448471105,0.4227521351311643,60.0632133612559,199.99139393939393
response,1.2,25.0,200,4,1000,101,0.0,0.0865,0.0865,4000,4000,0.4836089574733434,3955,0.4934365672262112,0.6299083003360273,0.3700916996639727,0.08725,0.009827609752867783,59.55328934281095,1.0495734815134923,60.11653412252944,199.9870583142348
response,1.2,25.0,200,4,1000,202,0.0,0.0605,0.0605,4000,4000,0.4898276353700781,3991,0.49567179098721376,0.6238810012420818,0.3761189987579182,0.06975,0.005844155617135638,59.57205687855419,1.168333891320702,60.11666147796584,199.96232034632035
response,1.2,25.0,200,4,1000,303,0.0,0.05125,0.05125,4000,4000,0.49198152450499705,3981,0.49916905964559166,0.633773887449039,0.36622611255096105,0.06725,0.007187535140594614,59.58677600611854,1.221397232812234,60.11520837179783,199.96232034632035
response,1.2,25.0,200,4,1000,404,0.0,0.0745,0.0745,4000,4000,0.4859808407531486,3970,0.4961479818790652,0.6278657149561933,0.37213428504380675,0.0775,0.010167141125916601,59.57501264427035,1.1254230152112135,60.1160257492588,199.96360376878025
response,1.2,25.0,200,4,1000,505,0.0,0.0615,0.0615,4000,4000,0.4877137898121007,3976,0.4954959442772791,0.6217925662363273,0.3782074337636727,0.0735,0.007782154465178437,59.560642510495825,1.2221059601204656,60.116204286703415,199.969876496053
response,1.2,25.0,200,4,1000,606,0.0,0.073,0.073,4000,4000,0.4837615328286558,3944,0.49539094206971684,0.6239924518945725,0.37600754810542747,0.08325,0.01162940924106104,59.57727104024633,1.0668855118096632,60.1156070827528,199.97236883116884
response,1.2,25.0,200,4,1000,707,0.0,0.0615,0.0615,4000,4000,0.4892563335074676,3977,0.4970005055240375,0.6293030749705882,0.37069692502941176,0.07525,0.007744172016569906,59.575384264912444,1.1663861614440278,60.1168471276904,199.98775757575757
response,1.2,25.0,200,4,1000,808,0.0,0.064,0.064,4000,4000,0.4896488501543094,3957,0.4987129230579678,0.6283107242130782,0.3716892757869218,0.081,0.009064072903658404,59.57220809740627,1.251535773241364,60.11700005344903,199.98775757575757
